Algoritmo,Cantidad de reinas,Tiempo de ejecucion,Numero de soluciones exploradas,Solucion encontrada
Genetic Algorithm,12,1.8026623725891113,50100,False
Genetic Algorithm,12,1.815446138381958,50100,False
Genetic Algorithm,12,1.7961721420288086,50100,False
Genetic Algorithm,12,1.8207964897155762,50100,False
Genetic Algorithm,12,0.2270047664642334,6450,True
Genetic Algorithm,15,2.716517448425293,50100,False
Genetic Algorithm,15,0.7336037158966064,13350,True
Genetic Algorithm,15,2.723175287246704,50100,False
Genetic Algorithm,15,2.683666467666626,50100,False
Genetic Algorithm,15,2.7574117183685303,50100,False
Genetic Algorithm,15,2.594773054122925,47750,True
Genetic Algorithm,15,2.7150466442108154,50100,False
Genetic Algorithm,15,2.6733686923980713,50100,False
Genetic Algorithm,15,0.32854437828063965,6000,True
Genetic Algorithm,15,2.7469065189361572,50100,False
Genetic Algorithm,15,0.36054229736328125,6700,True
Genetic Algorithm,15,1.2530488967895508,23500,True
Genetic Algorithm,15,0.3132607936859131,5600,True
Genetic Algorithm,15,2.7271623611450195,50100,False
Genetic Algorithm,15,1.172391653060913,21450,True
Genetic Algorithm,15,0.37245750427246094,6900,True
Genetic Algorithm,15,2.7638707160949707,50100,False
Genetic Algorithm,15,2.7278685569763184,50100,False
Genetic Algorithm,15,2.764805793762207,50100,False
Genetic Algorithm,15,2.843414545059204,50100,False
Genetic Algorithm,15,2.774679660797119,50100,False
Genetic Algorithm,15,2.724972724914551,50100,False
Genetic Algorithm,15,2.751168966293335,50100,False
Genetic Algorithm,15,1.315030574798584,24250,True
Genetic Algorithm,15,2.712841749191284,50100,False
Genetic Algorithm,15,2.6757118701934814,50100,False
Genetic Algorithm,15,2.747593402862549,50100,False
Genetic Algorithm,15,2.7546963691711426,50100,False
Genetic Algorithm,15,2.745253801345825,50100,False
Genetic Algorithm,15,2.7255983352661133,50100,False
